LHCb Collaborations,2018,Observation of the decay $\Lambda_b^0 \to \Lambda_c^+ p \overline{p} \pi^-$,Phys. Lett. B784 (2018) 101,https://cds.cern.ch/record/2315242
LHCb Collaborations,2018,Measurement of $\Upsilon$ production in $pp$ collisions at $\sqrt{s}$= 13 TeV,"JHEP 07 (2018) 134, JHEP 1905 (2019) 076",https://cds.cern.ch/record/2631451
LHCb Collaborations,2018,Evidence for the decay $B_{s}^0 \rightarrow \overline{K}{}^{*0}\mu^+\mu^-$,JHEP 07 (2018) 020,https://cds.cern.ch/record/2314397
LHCb Collaborations,2018,Measurement of the $CP$ asymmetry in $B^-\to D_s^-D^0$ and $B^-\to D^-D^0$ decays,JHEP 05 (2018) 160,https://cds.cern.ch/record/2311957
LHCb Collaborations,2018,Measurement of the inelastic $pp$ cross-section at a centre-of-mass energy of 13 TeV,JHEP 06 (2018) 100,https://cds.cern.ch/record/2310870
LHCb Collaborations,2018,Measurement of forward top pair production in the dilepton channel in $pp$ collisions at $\sqrt{s}=13$ TeV,JHEP 08 (2018) 174,https://cds.cern.ch/record/2308679
LHCb Collaborations,2017,Amplitude analysis of the decay $\overline{B}^0 \to K_{S}^0 \pi^+ \pi^-$ and first observation of the CP asymmetry in $\overline{B}^0 \to K^{*}(892)^- \pi^+$,Phys. Rev. Lett. 120 261801,https://cds.cern.ch/record/2299123
LHCb Collaborations,2017,First measurement of the $CP$-violating phase $\phi_s^{d\overline{d}}$ in $B_s^0\to(K^+\pi^-)(K^-\pi^+)$ decays,JHEP 03 (2018) 140,https://cds.cern.ch/record/2299466
LHCb Collaborations,2017,Studies of the resonance structure in $D^{0} \to K^\mp \pi^\pm \pi^\pm \pi^\mp$ decays,Eur. Phys. J. C78 (2018) 443,https://cds.cern.ch/record/2299813
LHCb Collaborations,2017,Evidence for the rare decay $\Sigma^+ \to p \mu^+ \mu^-$,Phys. Rev. Lett. 120 (2018) 221803,https://cds.cern.ch/record/2299992
LHCb Collaborations,2017,Search for weakly decaying $b$-flavored pentaquarks,Phys. Rev. D97 (2018) 032010,https://cds.cern.ch/record/2298907
LHCb Collaborations,2017,Search for the rare decay $\Lambda_{c}^{+} \to p\mu^+\mu^-$,"Phys. Rev. D 97, 091101",https://cds.cern.ch/record/2298975
LHCb Collaborations,2017,Measurement of $CP$ asymmetry in $B_s^0 \to D_s^{\mp} K^{\pm}$ decays,JHEP 03 (2018) 059,https://cds.cern.ch/record/2298825
LHCb Collaborations,2017,A measurement of the $CP$ asymmetry difference in $\varLambda_{c}^{+} \to pK^{-}K^{+}$ and $p\pi^{-}\pi^{+}$ decays,JHEP 03 (2018) 182,https://cds.cern.ch/record/2298698
LHCb Collaborations,2017,Search for $B_c^+$ decays to two charm mesons,Nucl. Phys. B930 (2018) 563,https://cds.cern.ch/record/2310354
LHCb Collaborations,2017,Search for excited $B_c^+$ states,JHEP 01 (2018) 138,https://cds.cern.ch/record/2293586
LHCb Collaborations,2017,Updated determination of $D^0$-$\overline{D}{}^0$ mixing and CP violation parameters with $D^0\to K^+\pi^-$ decays,Phys. Rev. D97 (2018) 031101,https://cds.cern.ch/record/2293449
LHCb Collaborations,2017,First observation of $B^{+} \to D_s^{+}K^{+}K^{-}$ decays and a search for $B^{+} \to D_s^{+}\phi$ decays,JHEP 01 (2018) 131,https://cds.cern.ch/record/2293032
LHCb Collaborations,2017,Measurement of the ratio of branching fractions $\mathcal{B}(B_c^+ \to J/\psi\tau^+\nu_\tau)$/$\mathcal{B}(B_c^+ \to J/\psi\mu^+\nu_\mu)$,Phys. Rev. Lett. 120 (2018) 121801,https://cds.cern.ch/record/2293066
LHCb Collaborations,2017,Measurement of branching fractions of charmless four-body $\Lambda_b^0$ and $\Xi_b^0$ decays,JHEP 02 (2018) 098,https://cds.cern.ch/record/2293330
